timestamp,sensor_n001_喷头残留增加,sensor_n002_精度下降,sensor_n003_温度漂移,sensor_n004_尺寸精度,sensor_n005_气流速度,sensor_n006_粉尘浓度,sensor_n007_热补偿,sensor_n008_维护,sensor_n009_监控,sensor_n010_优化,sensor_n011_控制工艺,sensor_n012_喷码工艺,sensor_n013_安全风险增加,sensor_n014_流量计,sensor_n015_电机,sensor_n016_温度,sensor_n017_速度,sensor_n018_功率,sensor_n019_响应时间,sensor_n020_通信中断,sensor_n021_过载保护,sensor_n022_防腐剂,sensor_n023_复合材料,sensor_n024_涂层,condition_factor_chain_break_4542,hidden_confounder_环境气流变化,hidden_confounder_冷却水温度
2025-07-04 16:07:30.239535,0.9667772650091664,0.935427784806939,27.533170960840728,0.7297314490071275,0.34965427056153253,0.545165277971468,0.6076543581721526,0.49973262816289515,0.4007438775204496,0.6649071227531881,0.7102318924852411,0.4616395350614643,0.9505139486804408,0.4577096304588273,0.49371617918456934,25.520110044213077,0.4666648820604208,0.4686527071655453,0.34531677616827744,0.9525456383593139,0.949867464318758,0.44229427947887257,0.43829346286664184,0.24072441007692585,0.9418122414242297,-0.13655099931292414,0.11315374588532778
2025-07-04 16:37:30.239535,0.9537700820049284,0.9461410289605482,28.132236093530558,1.7844799599308865,0.41208680994421865,1.5988411795162651,0.5389352627014163,0.48556205347045595,0.5322076954372912,0.5706663534877521,0.7635396655781527,0.6148882938057774,0.9462662913061983,0.2709537386102833,0.610939193584542,26.615104552349976,0.5758664706074605,0.17997734346851188,0.3710305577665829,0.9526896806369098,0.949854236136814,0.4575277580494537,0.5709310881286108,0.31357983077380447,0.1120563466221065,9.862142330779855,4.208451301745145
2025-07-04 17:07:30.239535,0.9280906059661345,0.9649561849366226,27.809633990791077,2.8204229842656146,0.4385826588694334,2.6357579050450255,0.6371110655042547,0.4685439760971967,0.2731844375345206,0.5406687468062936,0.6058169347958142,0.6551078608989505,0.9589775065212697,0.3439399187863482,0.658958301251145,27.58105681470891,0.6558943125445498,0.44147645488384285,0.42719156713077977,0.9530076036768956,0.9559155825598209,0.5658987040696655,0.42572036309288197,0.3041855488404039,0.11343186732358407,11.325576831139161,7.052243407421956
2025-07-04 17:37:30.239535,0.9411848971082751,0.9442154053294555,29.295407074602657,3.8224456200109764,0.3930993111605527,3.6395571820591432,0.6158867626069074,0.3853334434538701,0.30252775166224966,0.5513431523359725,0.5178092674621931,0.6357330209168932,0.9588473768247405,0.19340936664324926,0.5534608532585967,28.596433465524594,0.6859554998880921,0.3173041185136038,0.5172725520721959,0.954875800403643,0.9520557920202922,0.5324331698264309,0.4483194860729163,0.2435543595544839,0.9723755596100865,7.379088795523658,8.05380570965908
2025-07-04 18:07:30.239535,0.957820326339294,0.9635264379256233,32.01350855158275,4.776706946404515,0.47696572516375907,4.5940732819297025,0.6737546559147858,0.42929183248973923,0.2738755868192514,0.47684978645319054,0.7531287086897962,0.5036975554385856,0.9511327722059106,0.33791695522995335,0.6093324582950809,29.51660239861532,0.4874349202536354,0.1974831890240174,0.4481938873047109,0.958448078412639,0.9479600225177219,0.5823773433377503,0.3731702555248325,0.47273853854795855,0.4158208330841492,5.477102961434557,7.350507482626808
2025-07-04 18:37:30.239535,0.9596787221518313,0.9562827315831888,34.16835464824349,5.664174025600807,0.37749700764541155,5.484489791474085,0.6848910642276873,0.6085397958917844,0.37304296264529,0.4442486468951986,0.662138705147129,0.5254666207315577,0.9601825604276342,0.09491588622738051,0.5536693415556502,30.36285680810696,0.5248399675707577,0.2547344805261838,0.41085125225526575,0.9572617325393878,0.9597074572006488,0.496558159847704,0.37423410745181107,0.17361672637344394,0.062077492840761285,4.747957197348117,5.829462717608977
2025-07-04 19:07:30.239535,0.960171602577611,0.9520581010188205,29.31426641409508,6.477999115385857,0.4478739427131677,6.296206724409806,0.5842196544451442,0.4128704477853069,0.3778236914142042,0.6008068957818102,0.8122663062058622,0.5199647519577225,0.9644758942197286,0.4079270558720099,0.44653774884882563,31.157401141802538,0.6808917811940137,0.38121906432785313,0.44309023423185345,0.9622926093881428,0.9596168099713634,0.4669572531874702,0.32003282705202224,0.3094219762128853,0.9398721305496504,-0.9219917045025976,4.519139221571661
2025-07-04 19:37:30.239535,0.968256808138763,0.9465632815454046,29.76652812293277,7.19978335846752,0.4388046261433357,7.017276810286069,0.6577302861768595,0.43337004054948364,0.3285443892840725,0.4389142672411256,0.7233411195489963,0.39528494893352684,0.9633185588185927,0.4222622224332462,0.3743546390010332,31.908394296180177,0.6020107118044034,0.14490508519070328,0.4390580571696257,0.9577752237521384,0.9559580560573373,0.513507190346539,0.4603324503186621,0.4088081751723487,0.5226830752575529,-10.246705116865465,3.9092731628516795
2025-07-04 20:07:30.239535,0.9501458580490657,0.9527750952487366,34.43887469038751,7.819263169245772,0.4837986783385564,7.636120584640599,0.6842587001365268,0.45813151790716417,0.4258054011707871,0.49585967809650855,0.6290709071648385,0.2679813400697725,0.9601886023674199,0.3905666657625064,0.33232395752324295,32.59674624938552,0.4413408852120343,0.3519487431654678,0.41789937065155836,0.9577643440949778,0.958223832364141,0.46937908128704137,0.4852941186505616,0.3793357850713878,0.410116604371198,-13.533227110874492,3.8709012168360086
2025-07-04 20:37:30.239535,0.943721493048861,0.9497501548053234,32.20852706615884,8.325313866148663,0.49045437258920765,8.14413446809234,0.6733420832624183,0.6472101001112018,0.4387013960243781,0.6483843888904177,0.7079116780826822,0.3839990883101127,0.9679034722224586,0.22052701539264574,0.38148594092340954,33.09166258743541,0.5037860254572267,0.48619360296414044,0.37753448751185803,0.95492962813541,0.9666883179027714,0.49468945467185005,0.5521435577624604,0.24687445709581107,0.5509371119426891,-7.207034563696669,3.5338959619786974
